"ensembl_gene_id"	"mgi_symbol"	"gene_biotype"	"description"	"P.Value_NAC_FENT_INPUT"	"P.Value_NAC_SAL_INPUT"	"P.Value_PFC_FENT_INPUT"	"P.Value_PFC_SAL_INPUT"	"P.Value_INPUT_F_FENT"	"P.Value_INPUT_M_FENT"	"P.Value_INPUT_FENT"	"logFC_NAC_FENT_INPUT"	"logFC_NAC_SAL_INPUT"	"logFC_PFC_FENT_INPUT"	"logFC_PFC_SAL_INPUT"	"logFC_INPUT_F_FENT"	"logFC_INPUT_M_FENT"	"logFC_INPUT_FENT"
"ENSMUSG00000000001"	"Gnai3"	"protein_coding"	"G protein subunit alpha i3 [Source:MGI Symbol;Acc:MGI:95773]"	0.0140404125426581	0.000411920787495323	0.718658616714901	0.356833532349061	0.654079689755424	0.837144550814661	0.863646905458645	0.176659906619856	0.289647462147173	0.0260442615076308	-0.0700151199648298	-0.0444593587418067	0.0203801383343696	-0.0120396102037186
"ENSMUSG00000000028"	"Cdc45"	"protein_coding"	"cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]"	0.00116331932228383	1.25309567217938e-05	0.000507776300101922	1.71566989533008e-06	0.862793444270271	0.691332259692434	0.687034354433122	-0.786774247201623	-1.21810014503563	-0.873991442502322	-1.32213489023312	0.0565963073715485	0.130098741803195	0.0933475245873719
"ENSMUSG00000000049"	"Apoh"	"protein_coding"	"apolipoprotein H [Source:MGI Symbol;Acc:MGI:88058]"	2.76496221826744e-27	2.11976141224431e-24	3.30255412777901e-26	3.95543043112689e-25	0.661018910867505	0.293201470257182	0.292742999318501	-5.3411927635509	-5.19177898592902	-5.24485742824487	-5.23171607437641	-0.172703814308719	-0.415582863188154	-0.294143338748436
"ENSMUSG00000000056"	"Narf"	"protein_coding"	"nuclear prelamin A recognition factor [Source:MGI Symbol;Acc:MGI:1914858]"	1.03818751719443e-14	1.51198269824618e-13	8.74767143672323e-15	3.36532381933151e-11	0.981164643720041	0.689864978910078	0.764990605195124	0.656394204211291	0.677270952231845	0.679626293251482	0.562852638203056	0.00215483567698715	0.036445668354121	0.0193002520155541
"ENSMUSG00000000058"	"Cav2"	"protein_coding"	"caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]"	0.00144691892775289	9.51583298802561e-05	0.00192912241972364	6.49444010331491e-06	0.204668070754744	0.895674291144137	0.321395547020542	-0.320733359527526	-0.445496286693019	-0.32112663822075	-0.513019450564633	-0.174121103396492	-0.0178802772764213	-0.0960006903364565
"ENSMUSG00000000078"	"Klf6"	"protein_coding"	"Kruppel-like transcription factor 6 [Source:MGI Symbol;Acc:MGI:1346318]"	6.42587228466884e-06	0.0319959369555349	0.156677090130461	0.072570396863478	0.997015867457624	0.899730871036759	0.931104712651151	0.505435465531151	0.248599801138176	0.150975110333889	0.201600032392649	-0.000542346031173757	0.0182726549513967	0.00886515446011149
"ENSMUSG00000000085"	"Scmh1"	"protein_coding"	"sex comb on midleg homolog 1 [Source:MGI Symbol;Acc:MGI:1352762]"	1.32505606926824e-06	0.000104557968784455	0.0217977841052371	0.884113554327544	0.471221573875819	0.724430878665662	0.448357340560234	0.42561846617782	0.36478000043434	0.19216470855425	0.012512716723152	-0.0811538662799025	-0.0396430105801429	-0.0603984384300227
"ENSMUSG00000000088"	"Cox5a"	"protein_coding"	"cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]"	1.57294801403555e-09	6.39606229863553e-08	0.0804013233953049	0.0921294512400308	0.433067155474658	0.507049567796244	0.931638672738739	-0.559780098582368	-0.537750390302442	-0.14399993296125	-0.14522602557948	0.0876731333625234	-0.0741406238093294	0.00676625477659698
"ENSMUSG00000000094"	"Tbx4"	"protein_coding"	"T-box 4 [Source:MGI Symbol;Acc:MGI:102556]"	7.14059766612065e-09	1.00133670780097e-06	2.50647892952196e-09	1.19039252627774e-08	0.235581428089879	0.967517418694616	0.416421802569284	-1.64860677226468	-1.47871524769799	-1.76687219984857	-1.74606461116626	0.414468322222787	-0.0141453958200749	0.200161463201356
"ENSMUSG00000000120"	"Ngfr"	"protein_coding"	"nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]"	0.071590939221714	0.734987273363586	0.863486061099264	0.170751225913587	0.114669842284865	0.17163660064825	0.0390284945252265	-0.312839045099717	-0.0643019005380745	-0.0303558314944934	0.255406737355132	0.386128243136056	0.3337040517658	0.359916147450928
"ENSMUSG00000000126"	"Wnt9a"	"protein_coding"	"wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]"	0.0249946801638183	0.304882722616245	0.823807841067021	0.902989856668181	0.761606037498371	0.795875486694509	0.974768862860917	0.422642013557129	0.210885247900137	-0.0423671123070426	0.0242997891880817	0.0792155767944756	-0.0675407215749471	0.00583742760976425
"ENSMUSG00000000131"	"Xpo6"	"protein_coding"	"exportin 6 [Source:MGI Symbol;Acc:MGI:2429950]"	1.99717563029299e-16	3.36650951447127e-11	6.69496611897249e-13	9.61074404191958e-09	0.580958337751966	0.458903441156382	0.361488342585107	0.673458555494614	0.536447573152201	0.560815352187974	0.429553559155918	-0.0468415758104959	-0.0629168872803527	-0.0548792315454243
"ENSMUSG00000000134"	"Tfe3"	"protein_coding"	"transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"	0.00118455875670616	0.00137360114368447	0.000192947221835133	0.000729183802684034	0.977362161281207	0.954008653011867	0.983471503880792	0.231656843943323	0.253170864000245	0.278630280317118	0.261719530111696	0.00274058505668151	-0.0055702092302985	-0.00141481208680849
"ENSMUSG00000000142"	"Axin2"	"protein_coding"	"axin 2 [Source:MGI Symbol;Acc:MGI:1270862]"	1.33607509760757e-08	6.20766902688835e-05	0.628532024571931	0.743892050589841	0.168315183626751	0.905119258112441	0.288589114020175	0.528920324442435	0.384152235190516	0.0402974579940794	0.0285000884534341	-0.158549740942832	-0.0136091008756596	-0.0860794209092459
"ENSMUSG00000000148"	"Brat1"	"protein_coding"	"BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679]"	2.81337549730872e-07	0.000109267886823224	0.000375584288433671	0.000213533817792733	0.914098797110767	0.891575165288454	0.862925085534602	0.561271844608644	0.445507491702877	0.376906533976075	0.413048460448422	-0.014853679503096	-0.0187705929347035	-0.0168121362188998
"ENSMUSG00000000149"	"Gna12"	"protein_coding"	"guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]"	0.528397444063458	0.00664517029700951	0.00656628057710994	0.014816439773587	0.990396562442185	0.942955159534863	0.952865228599897	0.0624718979303691	0.307181973182729	0.28604031156158	0.267048530766741	-0.00168388964409161	-0.0100108837033384	-0.00584738667371498
"ENSMUSG00000000167"	"Pih1d2"	"protein_coding"	"PIH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1919864]"	0.269287064137056	0.198507762150924	0.0140639439212158	0.000240796437492379	0.271899423065675	0.823842930709591	0.533666551452311	-0.225024407283978	-0.290913944121382	-0.526292277500907	-0.851747392786075	-0.316484380495987	0.0638087423075263	-0.126337819094231
"ENSMUSG00000000168"	"Dlat"	"protein_coding"	"dihydrolipoamide S-acetyltransferase [Source:MGI Symbol;Acc:MGI:2385311]"	0.0193898082144283	0.135906130484834	9.00800823598071e-08	1.75512977439982e-06	0.748803988437256	0.207387520737556	0.503028274062454	0.133870509910775	0.0933639189425652	0.349502451987837	0.319072937357017	0.0253447418839583	-0.100419808645544	-0.0375375333807928
"ENSMUSG00000000171"	"Sdhd"	"protein_coding"	"succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]"	0.00120649835535124	0.00860604083462229	0.0114977269776194	0.0144167980939418	0.633850676458924	0.557254122379929	0.452677754708357	-0.272458850066815	-0.241382086852906	-0.215389873544487	-0.218137185311846	0.0542525083469663	0.0668844314998509	0.0605684699234086
"ENSMUSG00000000182"	"Fgf23"	"protein_coding"	"fibroblast growth factor 23 [Source:MGI Symbol;Acc:MGI:1891427]"	3.50341021338408e-25	1.7426913949015e-21	1.04088958392129e-23	1.10271665894585e-19	0.418833615101464	0.961134794553807	0.544015016608081	-4.89570692875358	-4.5546461918011	-4.7120921677496	-4.05462749367001	0.321673763532373	0.0193357405877679	0.170504752060071
"ENSMUSG00000000184"	"Ccnd2"	"protein_coding"	"cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]"	1.05037987912352e-12	5.17830269931479e-10	3.52769257159013e-05	4.75584910334085e-05	0.584865142917845	0.968142229436742	0.67835137407352	1.05920231758512	0.966901936723108	0.542624859086142	0.557702024129075	-0.0914204781940482	-0.00667519964131458	-0.0490478389176814
"ENSMUSG00000000194"	"Gpr107"	"protein_coding"	"G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054]"	4.24584929530614e-10	5.68000468830654e-08	1.95587630561953e-12	1.37488952145048e-11	0.434403426421274	0.694230450031625	0.406595833769036	0.356995242723417	0.329224225750638	0.435952235216507	0.430886628240546	0.0532537140926195	0.0267305970143417	0.0399921555534806
"ENSMUSG00000000197"	"Nalcn"	"protein_coding"	"sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]"	2.06703815809396e-11	4.00517801557539e-09	7.88490679724997e-10	2.76178193480169e-08	0.719198533350952	0.313278842630367	0.644571234831819	0.420998426758092	0.39051949513799	0.384953465527356	0.353083833591131	0.0261240123888671	-0.0735451966910485	-0.0237105921510907
"ENSMUSG00000000202"	"Btbd17"	"protein_coding"	"BTB domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264]"	4.83755566285527e-13	2.47577411045285e-10	1.4815426841144e-07	0.00138226361918299	0.887312577963892	0.695044528356625	0.705905091571065	-0.92906641630595	-0.850611697938855	-0.619976681116906	-0.365977951751783	0.0203213939407267	0.0562494700637211	0.0382854320022239
"ENSMUSG00000000214"	"Th"	"protein_coding"	"tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]"	0.124191935904911	0.586720941030542	0.000725065750569835	0.000112248783437025	0.697604470609229	0.225911334258244	0.25830554475205	0.523780837176425	0.203530144567862	1.23418366748624	1.50071173946387	0.185460826416458	0.581229166104783	0.38334499626062
"ENSMUSG00000000223"	"Drp2"	"protein_coding"	"dystrophin related protein 2 [Source:MGI Symbol;Acc:MGI:107432]"	1.93396755273453e-25	5.3032259793962e-21	1.42230334728107e-24	3.03253893589276e-21	0.0376486860855776	0.666945615182349	0.235830567857372	1.08789258384636	0.976613824084575	1.07743233296566	0.962953262862853	-0.18448013420569	0.0375269636500795	-0.0734765852778052
"ENSMUSG00000000244"	"Tspan32"	"protein_coding"	"tetraspanin 32 [Source:MGI Symbol;Acc:MGI:1350360]"	1.69567064891876e-20	4.53840911678919e-17	3.13983942608266e-18	4.49433641972855e-20	0.210250765089037	0.948204533153764	0.350146554741716	-3.76333716960503	-3.48589601768169	-3.45089921513392	-3.97905627950262	0.481473687040475	0.0247994395635818	0.253136563302029
"ENSMUSG00000000247"	"Lhx2"	"protein_coding"	"LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]"	0.921583389785467	0.217899827041994	0.000242664477652627	0.172193845760092	0.764398210482292	0.99384050736879	0.827878772605561	0.0272075655510871	-0.379977457932052	-1.10790946562264	-0.410769823874628	0.117188328856342	0.0030173607674262	0.0601028448118839
"ENSMUSG00000000253"	"Gmpr"	"protein_coding"	"guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]"	4.81760192893559e-08	0.000170633437623626	1.3404318223878e-14	4.6813095658225e-07	0.000907642237417116	0.625922300031565	0.0378940942191043	0.389422904176977	0.277180622133194	0.651693952958798	0.380639458040048	-0.307829601289029	0.0431865566226892	-0.13232152233317
"ENSMUSG00000000263"	"Glra1"	"protein_coding"	"glycine receptor, alpha 1 subunit [Source:MGI Symbol;Acc:MGI:95747]"	2.1108655189844e-06	0.0005171910294038	3.7463805242184e-10	9.38416961528336e-08	0.987293669845797	0.00579598181827804	0.0486809541338364	0.84712627004947	0.656450673128969	1.24553911063972	1.05832742170541	0.00364732980421056	-0.652778090060624	-0.324565380128207
"ENSMUSG00000000266"	"Mid2"	"protein_coding"	"midline 2 [Source:MGI Symbol;Acc:MGI:1344333]"	2.34562576887877e-15	1.05795845098105e-09	2.97948539968809e-13	3.59893970429244e-13	0.287126622195524	0.195641947281023	0.0972385694183936	0.677122724558489	0.511307710518474	0.613457735154788	0.63943119876612	-0.0969146213300824	-0.118092025377568	-0.107503323353825
"ENSMUSG00000000275"	"Trim25"	"protein_coding"	"tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749]"	0.137579293940448	0.202801556689013	0.706646637190008	0.017967896061077	0.616553274691454	0.608551609102624	0.993546890804487	0.181684518322496	0.172344443149563	0.047054751360923	-0.317298626774727	-0.0859330269650265	0.0878938356533481	0.000980404344160801
"ENSMUSG00000000276"	"Dgke"	"protein_coding"	"diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]"	3.70166521637737e-21	4.28619287537493e-16	1.63010937601284e-21	7.10755968322963e-17	0.431924211502255	0.0387831825808156	0.0443957083809948	0.627664458803039	0.532664330653374	0.658428778067293	0.542212216728549	-0.0485449775496729	-0.129645204948203	-0.0890950912489381
"ENSMUSG00000000282"	"Mnt"	"protein_coding"	"max binding protein [Source:MGI Symbol;Acc:MGI:109150]"	7.2289555574484e-16	4.23846294721455e-11	9.53825634282494e-09	3.1884228178165e-05	0.804067087576023	0.209578768192664	0.287543647165842	0.613265087128067	0.500608903585754	0.385453885808886	0.272780840417597	-0.0197696459258827	-0.100629699611055	-0.0601996727684688
"ENSMUSG00000000290"	"Itgb2"	"protein_coding"	"integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]"	2.67304256493008e-16	1.83939792196053e-14	2.50444192360931e-11	2.70372780155777e-13	0.64622424400802	0.769613923473921	0.906319926618786	-2.30571659764398	-2.29533700663225	-1.73587964959571	-2.07889142395048	0.134262532831868	-0.0856227829957095	0.0243198749180793
"ENSMUSG00000000295"	"Hddc2"	"protein_coding"	"HD domain containing 2 [Source:MGI Symbol;Acc:MGI:1916942]"	5.45833669642178e-09	2.9493742600009e-06	0.000199155490237676	0.0302894796406119	0.299138861650893	0.574767798863728	0.733765227461851	-0.647926851677498	-0.544646387186342	-0.388931901139827	-0.228098648848291	-0.140953561159005	0.0759195837642279	-0.0325169886973886
"ENSMUSG00000000301"	"Pemt"	"protein_coding"	"phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]"	0.0591475105892281	0.0324744601950243	0.0228010585731374	0.0208662154529937	0.146177869507365	0.701606196211163	0.444988731304498	-0.338684698516036	-0.427365583501468	-0.424127279562815	-0.451298001835566	-0.366564446711385	0.0958495386524342	-0.135357454029475
"ENSMUSG00000000303"	"Cdh1"	"protein_coding"	"cadherin 1 [Source:MGI Symbol;Acc:MGI:88354]"	0.0182586772808474	0.0660650684261394	1.00406092664998e-05	9.0135752045889e-09	0.49013494058477	0.790870903005599	0.763206924662673	-1.18857236245281	-1.0165390972846	-2.43637467325358	-3.53351421639734	0.480890171425004	-0.18447286494586	0.148208653239572
"ENSMUSG00000000305"	"Cdh4"	"protein_coding"	"cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]"	4.72678107975245e-07	1.95785116849194e-05	0.000644815098509191	3.40617607188656e-05	0.700172380601806	0.421485846806778	0.766175895198026	0.922938017366788	0.840007614615953	0.606270834592035	0.790675730963104	-0.0893554203059086	0.186917041325938	0.0487808105100149
"ENSMUSG00000000308"	"Ckmt1"	"protein_coding"	"creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]"	8.08730919130485e-14	5.17219611871567e-13	3.45483791736037e-16	1.22347988217338e-13	0.526087375765188	0.257477820677157	0.212797423265297	0.796706719789693	0.838955786125853	0.945636834113949	0.850862269835408	-0.0743120676084876	-0.133225041301724	-0.103768554455106
"ENSMUSG00000000317"	"Bcl6b"	"protein_coding"	"B cell CLL/lymphoma 6, member B [Source:MGI Symbol;Acc:MGI:1278332]"	0.0742743638562328	0.389948839563804	0.00578125249218411	0.397691998945908	0.379826805891178	0.847926405802064	0.449166437917178	-0.453273922010927	0.2395432543655	-0.736312057679954	-0.229561116287336	0.312177595830843	0.0679547883629245	0.190066192096884
"ENSMUSG00000000318"	"Clec10a"	"protein_coding"	"C-type lectin domain family 10, member A [Source:MGI Symbol;Acc:MGI:96975]"	0.0309285226737649	0.128375755462965	0.12596471484321	0.249380480280428	0.27975863114489	0.48547178304614	0.20986439589853	-0.463893168926233	-0.358777564588187	-0.335731898300789	0.263679495150849	0.323741350993089	0.208322516166805	0.266031933579947
"ENSMUSG00000000326"	"Comt"	"protein_coding"	"catechol-O-methyltransferase [Source:MGI Symbol;Acc:MGI:88470]"	0.000176680672655039	2.68336118433326e-06	0.000693212477984185	0.496634671873435	0.259607513644377	0.92819611716528	0.461715865384834	-0.246748673467733	-0.354712235985413	-0.227504495393887	-0.045559262846433	0.0992603024222936	-0.00789227585574181	0.0456840132832759
"ENSMUSG00000000339"	"Rtca"	"protein_coding"	"RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]"	0.598543901746028	0.036127228806391	0.0136478795663448	0.0291980692537953	0.410259050388678	0.800911616782407	0.68526276165848	-0.0390175771475585	-0.175209237801802	0.193127706988023	0.177923473546848	-0.0864466298153168	0.0264044648377952	-0.0300210824887608
"ENSMUSG00000000340"	"Dbt"	"protein_coding"	"dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386]"	0.228847265690538	0.0064457236921454	0.0639487588460948	0.464328004519197	0.495460156587069	0.119930746520604	0.530698671933552	0.0971775898577831	0.250221171489677	0.155516872144718	0.0635813881866085	-0.0775259285517533	0.178333861207487	0.0504039663278668
"ENSMUSG00000000346"	"Dazap2"	"protein_coding"	"DAZ associated protein 2 [Source:MGI Symbol;Acc:MGI:1344344]"	2.60737944051232e-12	3.95873687049963e-08	2.03743355159784e-05	0.000339210551228718	0.877705388616803	0.447362500708372	0.66760844379546	-0.680570905054501	-0.542303472050093	-0.370477973888976	-0.318933389439972	-0.0169700485043238	0.0839908624650798	0.033510406980378
"ENSMUSG00000000355"	"Mcts1"	"protein_coding"	"malignant T cell amplified sequence 1 [Source:MGI Symbol;Acc:MGI:1916245]"	0.0026109671527496	0.00912215259562038	0.0998680633827322	0.0697348754605465	0.286413398397314	0.993756606193626	0.453190748083032	-0.393267888354099	-0.374000446104581	-0.21562744014702	-0.24965577501477	-0.190381800561397	0.00139076945935956	-0.0944955155510185
"ENSMUSG00000000365"	"Rnf17"	"protein_coding"	"ring finger protein 17 [Source:MGI Symbol;Acc:MGI:1353419]"	0.306730157525218	0.00442360397671134	0.286905870651019	0.0347209469067708	0.160560288951677	0.544170857863149	0.156212424397399	0.256726951378338	0.816906299382117	0.275820571651529	0.581265047436998	0.500391446237812	0.214827045340438	0.357609245789125
"ENSMUSG00000000374"	"Trappc10"	"protein_coding"	"trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209]"	2.47152519873868e-23	1.45367821882516e-21	2.72317093099675e-21	1.647063215139e-19	0.216267960791382	0.471901370784773	0.711372551469576	0.651303548285849	0.663087232260303	0.608290968009803	0.582788899132097	-0.0716165138647815	0.0414874267352072	-0.0150645435647871
"ENSMUSG00000000378"	"Ccm2"	"protein_coding"	"cerebral cavernous malformation 2 [Source:MGI Symbol;Acc:MGI:2384924]"	0.6552928221395	0.543636990164344	0.945818023249504	0.0233047352704146	0.551561434053415	0.748654733278389	0.845422572747248	0.0288811556560291	-0.0435918793502461	0.00452819927397297	0.161885991662064	0.0545122977590742	-0.0293034094853741	0.01260444413685
"ENSMUSG00000000384"	"Tbrg4"	"protein_coding"	"transforming growth factor beta regulated gene 4 [Source:MGI Symbol;Acc:MGI:1100868]"	0.431894089499234	0.00316518512884929	0.0133738293654674	4.99326214772291e-05	0.0113194991198262	0.776222926400934	0.0447557918262741	0.0623455427207378	0.268696025363633	0.207063692555153	0.372157477230594	0.291237226566302	0.0318147680595602	0.161525997312931
"ENSMUSG00000000385"	"Tmprss2"	"protein_coding"	"transmembrane protease, serine 2 [Source:MGI Symbol;Acc:MGI:1354381]"	1.42687726307689e-07	8.87566543131679e-07	1.60154304493717e-06	2.47662434036802e-06	0.900035565737906	0.573487946377418	0.756846874857233	-1.94367323773406	-1.98099122555545	-1.78880591133191	-1.83312046952866	0.0581169160732294	-0.260769821751601	-0.101326452839186
"ENSMUSG00000000392"	"Fap"	"protein_coding"	"fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608]"	2.78235925510254e-13	2.29447855202935e-10	1.99843947462084e-12	3.56335830452771e-12	0.954083585380612	0.856025928803744	0.865791148162775	-3.23023642681145	-2.91927133726268	-3.14725652510621	-3.2422152758918	-0.0282643978658979	-0.0890733903805964	-0.0586688941232471
"ENSMUSG00000000399"	"Ndufa9"	"protein_coding"	"NADH:ubiquinone oxidoreductase subunit A9 [Source:MGI Symbol;Acc:MGI:1913358]"	0.0353197807389713	0.0471607025237586	7.18910894258519e-08	4.24467644846524e-06	0.623119616551921	0.522089041413381	0.915925085416493	0.133147477097258	0.138922441381032	0.39159564515273	0.338123948313581	-0.0431907995069309	0.0562992287392481	0.00655421461615857
"ENSMUSG00000000402"	"Egfl6"	"protein_coding"	"EGF-like-domain, multiple 6 [Source:MGI Symbol;Acc:MGI:1858599]"	5.36792662026252e-10	2.78752045088229e-09	0.0175452125898857	0.00100201559796539	0.606867394563263	0.5976861957696	0.461632222338724	-1.08484667573581	-1.13443116896528	-0.369115546468846	-0.547918140867371	-0.10722931171489	-0.109982469074257	-0.108605890394574
"ENSMUSG00000000409"	"Lck"	"protein_coding"	"lymphocyte protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:96756]"	4.71966319829663e-10	1.35879897083426e-07	1.32438231058704e-12	3.6429500914473e-12	0.864117000495134	0.732252858597278	0.903684209888981	-1.51552194645638	-1.3514532991547	-1.87861627234731	-1.91101167603184	0.0495526247100448	-0.0991010953486442	-0.0247742353192997
"ENSMUSG00000000416"	"Cttnbp2"	"protein_coding"	"cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467]"	3.08942463436662e-13	2.80575241907141e-10	5.44539428818307e-09	1.16361554577309e-07	0.97198263462819	0.765634440671261	0.813711767510759	0.943221909340639	0.849162954589153	0.710504500392047	0.658173224500258	-0.00504888647907542	-0.0428674262045217	-0.0239581563417985
"ENSMUSG00000000420"	"Galnt1"	"protein_coding"	"polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]"	0.135541595243817	0.0392288026508591	0.461103275436873	0.442306974346225	0.264504311947282	0.871639782917179	0.365839012654594	0.0778200592844613	0.120210393620328	0.0393273084109564	0.04296714066259	0.0819293653951672	0.0118028177154867	0.0468660915553269
"ENSMUSG00000000439"	"Mkrn2"	"protein_coding"	"makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]"	1.21599290172034e-09	6.78904344769752e-05	1.0591807397481e-08	4.16575638172733e-05	0.331733247813495	0.786532894969341	0.380069193080363	0.385414402122953	0.254511257288644	0.366698056168391	0.256130527545554	-0.0741579387776907	-0.0206149056362346	-0.0473864222069627
"ENSMUSG00000000440"	"Pparg"	"protein_coding"	"peroxisome proliferator activated receptor gamma [Source:MGI Symbol;Acc:MGI:97747]"	9.76742882372017e-07	0.00065582341462928	0.0102154609911813	0.00424232829912512	0.749137725676917	0.61728152445528	0.898547348029536	-1.27863980892881	-0.933885656496019	-0.640417312207486	-0.752246038375806	0.106403794031627	-0.166378247556753	-0.0299872267625631
"ENSMUSG00000000441"	"Raf1"	"protein_coding"	"v-raf-leukemia viral oncogene 1 [Source:MGI Symbol;Acc:MGI:97847]"	5.26733799466071e-08	9.72131637361544e-09	5.33990813226782e-09	1.88014310897776e-05	0.808257804575324	0.839060114938796	0.977659203057408	0.420627885498507	0.49895279728225	0.47458625449529	0.339448586319283	-0.0232904329439219	0.0194904847426844	-0.00189997410061871
"ENSMUSG00000000486"	"Septin1"	"protein_coding"	"septin 1 [Source:MGI Symbol;Acc:MGI:1858916]"	0.000380799289752959	0.00508989524860875	0.0384624721062681	0.0503545832782533	0.485828600113843	0.384847488598223	0.902426939538592	-0.750340786578641	-0.642395422296017	-0.434611454608766	-0.429729867597287	0.197557017699054	-0.246604021624973	-0.0245235019629596
"ENSMUSG00000000489"	"Pdgfb"	"protein_coding"	"platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]"	0.0514885279767844	0.0173526359616137	0.59503248874224	0.411740945277478	0.610237916940377	0.254437894829964	0.244255389634992	0.326728795815085	0.446104447669964	-0.0905673550829271	-0.14679273416671	0.119144417381808	0.267551544172654	0.193347980777231
"ENSMUSG00000000530"	"Acvrl1"	"protein_coding"	"activin A receptor, type II-like 1 [Source:MGI Symbol;Acc:MGI:1338946]"	2.15379777275947e-09	2.07482130746712e-09	9.73262499016641e-07	8.06793430660977e-09	0.312787937159283	0.596619258956867	0.277440752173617	-1.08326348302492	-1.20261629900888	-0.8652601691498	-1.11395796847608	0.221315851640117	0.115683504280155	0.168499677960136
"ENSMUSG00000000531"	"Tamalin"	"protein_coding"	"trafficking regulator and scaffold protein tamalin [Source:MGI Symbol;Acc:MGI:1860303]"	0.058042198556101	0.00172739791939544	0.000657176019029837	0.00467357521191609	0.609355199504882	0.470029691421349	0.880588155881833	0.180414521220022	0.339665628109622	0.346030778741687	0.2963885251907	-0.0678201849787095	0.0959883429448594	0.014084078983075
"ENSMUSG00000000532"	"Acvr1b"	"protein_coding"	"activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]"	5.60523046787841e-13	6.72703759167029e-10	6.14980916070275e-11	1.17398418882925e-09	0.450616158548494	0.587366197297632	0.880362363931297	0.58959964511738	0.523885155274948	0.527552151456816	0.500520464370112	0.0691023088441263	-0.0496498779938195	0.00972621542515339
"ENSMUSG00000000538"	"Tom1l2"	"protein_coding"	"target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306]"	4.79278477381028e-20	4.03850584815926e-15	1.41273422852983e-20	5.8846274340821e-18	0.0367703976063957	0.168531600466178	0.0153375612389473	0.638448699533428	0.541336307598427	0.675922259309969	0.618515088569065	-0.140947590944069	-0.0919632057866506	-0.11645539836536
"ENSMUSG00000000552"	"Zfp385a"	"protein_coding"	"zinc finger protein 385A [Source:MGI Symbol;Acc:MGI:1352495]"	0.00243000169850229	9.74791111072991e-05	4.01781529552878e-05	9.86237866237549e-06	0.147019148361024	0.906936723466288	0.34297569970773	0.268754280602696	0.393117152449062	0.388024925077686	0.442894122760753	0.176337337627738	-0.0140901181446722	0.0811236097415331
"ENSMUSG00000000555"	"Itga5"	"protein_coding"	"integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604]"	0.367964780637248	0.912765595813357	0.0168928362130754	1.35963134593732e-05	0.799378556926915	0.710595162766638	0.9340376807181	-0.185031184511343	-0.0248779895260263	-0.516794278566982	-1.04476128022213	0.0736373729124371	-0.107542561572116	-0.0169525943298396
"ENSMUSG00000000560"	"Gabra2"	"protein_coding"	"gamma-aminobutyric acid type A receptor subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]"	0.274562021430349	0.0280293998551409	0.00138065852252386	0.233463266661365	0.0772705048139626	0.707445467747521	0.129366022157708	0.0957238314813806	0.216713496697316	-0.300288136776005	-0.112857412000146	0.22069927237014	0.0462910337852716	0.133495153077706
